0,MATCH (N0)=[ANY SHORTEST ?p :E*]=>(N3000) RETURN ?p LIMIT 100000
1513,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1514,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1515,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1516,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1517,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1518,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1519,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1520,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,76}]=>(?n) RETURN ?p LIMIT 100000
1521,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1522,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1523,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1524,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1525,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1526,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1527,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1528,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1529,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1530,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1531,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1532,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1533,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1534,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1535,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1536,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1537,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1538,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1539,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1540,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1541,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1542,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1543,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1544,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1545,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1546,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1547,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1548,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1549,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1550,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1551,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1552,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1553,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1554,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1555,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1556,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1557,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1558,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1559,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1560,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,78}]=>(?n) RETURN ?p LIMIT 100000
1561,MATCH (N0)=[SHORTEST 1 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1562,MATCH (N0)=[SHORTEST 2 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1563,MATCH (N0)=[SHORTEST 3 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1564,MATCH (N0)=[SHORTEST 4 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1565,MATCH (N0)=[SHORTEST 5 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1566,MATCH (N0)=[SHORTEST 6 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1567,MATCH (N0)=[SHORTEST 7 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1568,MATCH (N0)=[SHORTEST 8 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1569,MATCH (N0)=[SHORTEST 9 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1570,MATCH (N0)=[SHORTEST 10 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1571,MATCH (N0)=[SHORTEST 11 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1572,MATCH (N0)=[SHORTEST 12 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1573,MATCH (N0)=[SHORTEST 13 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1574,MATCH (N0)=[SHORTEST 14 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1575,MATCH (N0)=[SHORTEST 15 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1576,MATCH (N0)=[SHORTEST 16 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1577,MATCH (N0)=[SHORTEST 17 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1578,MATCH (N0)=[SHORTEST 18 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1579,MATCH (N0)=[SHORTEST 19 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1580,MATCH (N0)=[SHORTEST 20 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1581,MATCH (N0)=[SHORTEST 21 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1582,MATCH (N0)=[SHORTEST 22 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1583,MATCH (N0)=[SHORTEST 23 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1584,MATCH (N0)=[SHORTEST 24 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1585,MATCH (N0)=[SHORTEST 25 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1586,MATCH (N0)=[SHORTEST 26 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1587,MATCH (N0)=[SHORTEST 27 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1588,MATCH (N0)=[SHORTEST 28 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1589,MATCH (N0)=[SHORTEST 29 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1590,MATCH (N0)=[SHORTEST 30 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1591,MATCH (N0)=[SHORTEST 31 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1592,MATCH (N0)=[SHORTEST 32 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1593,MATCH (N0)=[SHORTEST 33 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1594,MATCH (N0)=[SHORTEST 34 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1595,MATCH (N0)=[SHORTEST 35 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1596,MATCH (N0)=[SHORTEST 36 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1597,MATCH (N0)=[SHORTEST 37 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1598,MATCH (N0)=[SHORTEST 38 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1599,MATCH (N0)=[SHORTEST 39 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
1600,MATCH (N0)=[SHORTEST 40 GROUPS TRAILS ?p :E{1,80}]=>(?n) RETURN ?p LIMIT 100000
